gotu	covered_length	total_length	coverage_ratio	strain
G000428865	1482	1869643	0.0007926646958804434	Eremococcus coleocola DSM 15696
G000469465	1482	1604508	0.000923647622822697	Gemella bergeriae ATCC 700627
G000733585	1480	4603851	0.0003214700041334961	Lysinibacillus sphaericus NRS1693
G000401515	1476	2805478	0.0005261135535548666	Piscirickettsia salmonis LF-89 = ATCC VR-1361 LF-89 ASM40151v2
G000022905	1475	2819226	0.0005231932452382321	Corynebacterium aurimucosum ATCC 700975 ASM2290v1
G000468475	1475	10308866	0.00014308072294275627	Actinomadura madurae LIID-AJ290
G900101295	1474	3198475	0.0004608446212648215	[Clostridium] aminophilum KH1P1
G000756665	1472	4132804	0.00035617464559170966	Alcanivorax nanhaiticus 19-m-6
G000799565	1472	4031126	0.00036515851898452195	Cellulophaga sp. Hel_I_12 ASM79956v1
G000621925	1472	2036146	0.0007229344064718345	Kandleria vitulina WCE2011
G000444645	1471	1498510	0.0009816417641523914	Haemophilus parasuis H465
G000478685	1471	1015921	0.001447947232117458	Candidatus Photodesmus katoptron Akat1
G001261735	1470	4322346	0.0003400930883367505	Dysgonomonas sp. BGC7 BGC7_v2
G000438415	1469	1079645	0.0013606324301043398	Clostridium sp. CAG:628 MGS628
G001373415	1468	4569428	0.00032126559385551104	Paenibacillus sp. FF9 Paenibacillus dakarensis FF9
G001956915	1468	4245395	0.00034578643447782833	Monashia flava MUSC 78
G001049775	1467	1483295	0.000989014322842051	Atopobium vaginae 44061
G001429625	1467	4407722	0.0003328249830638139	Nocardioides sp. Soil805 Soil805
G001375495	1466	2633477	0.0005566784900722505	Flaviflexus massiliensis SIT4
G000758825	1465	1490259	0.0009830505972451768	Arcanobacterium sp. S3PF19 04_NF40_HMP1631v01
G000947195	1464	5005849	0.0002924578827687371	Shewanella algae MARS 14
G001064655	1464	1916549	0.0007638729821152499	Moraxella catarrhalis 339_MCAT
G000375405	1463	2634691	0.0005552833330360183	Bacteroides propionicifaciens DSM 19291 = JCM 14649 DSM 19291
G000504285	1463	9918887	0.00014749638744750293	Actinospica robiniae DSM 44927
G000468535	1462	1499757	0.0009748245882499632	Peptoniphilus sp. ChDC B134 de novo
G001426545	1461	6501425	0.00022471996523839004	Mycobacterium sp. Root135 Root135
G000389985	1460	4219246	0.0003460333908001572	Nocardioides sp. CF8 1.0
G000568255	1460	11646492	0.00012535963618916322	Kutzneria sp. 744 ASM56825v1
G000702845	1457	3213641	0.00045337982680703913	Lachnospiraceae bacterium FE2018 ASM70284v1
G000621985	1456	3418360	0.000425935243801121	Lachnospiraceae bacterium V9D3004 ASM62198v1
G001062815	1456	1993894	0.0007302293903286735	Moraxella catarrhalis 157.rep2_MCAT
G001049355	1452	6019325	0.00024122306072524744	Mycobacterium aurum NCTC 10437
G000466585	1451	4767532	0.0003043503431125371	Clostridiales bacterium oral taxon 876 str. F0540
G000378245	1451	5925983	0.0002448538917509551	Azoarcus toluclasticus ATCC 700605 MF63
G000424825	1451	6788521	0.00021374317027228758	Streptomyces sp. CNH287 ASM42482v1
G000432755	1451	2855741	0.0005080992989210156	Roseburia sp. CAG:380 MGS380
G001274915	1451	4205350	0.0003450366794678208	Bacillus okuhidensis DSM 13666
G000511955	1451	3216692	0.00045108453031872495	[Clostridium ultunense] DSM 10521
G000621605	1450	4362523	0.00033237647113837566	Butyrivibrio sp. MC2021 ASM62160v1
G000173355	1448	1889366	0.0007663946530211722	Anaerococcus hydrogenalis DSM 7454
G000968455	1447	1502024	0.0009633667637800727	Anaplasma phagocytophilum str. CR1007
G000720955	1442	8516825	0.00016931192081556212	Allokutzneria albata NRRL B-24461
G900156125	1442	3835730	0.00037593886952418446	Domibacillus enclensis NIO-1016 IMG-taxon 2708742528 annotated assembly
G001583435	1441	5430256	0.00026536502146491805	Endozoicomonas montiporae CL-33
G001592145	1440	4004833	0.00035956555491827	Xylanimicrobium pachnodae JCM 13526 = NBRC 107786
G000008185	1436	2843201	0.0005050645381736993	Treponema denticola ATCC 35405
G000980815	1435	2451810	0.0005852818937845918	Corynebacterium camporealensis DSM 44610
G001261715	1433	4494139	0.0003188597415433746	Dysgonomonas sp. HGC4 HGC4_v3
G000586555	1433	3633869	0.0003943455308928308	Sporosarcina sp. D27 SspNovD27
G000767165	1433	3183361	0.0004501531557369711	Cellulomonas bogoriensis 69B4 = DSM 16987 69B4
G001427385	1430	4193379	0.0003410137743333002	Mesorhizobium sp. Root157 Root157
G000620125	1429	3250627	0.0004396074972612976	Clostridiisalibacter paucivorans DSM 22131
G001021505	1427	5109749	0.00027927007764960666	Mycobacterium heraklionense Davo
G000265405	1424	4196595	0.0003393227128183682	Belliella baltica DSM 15883
G002014855	1422	2179000	0.0006525929325378614	Moraxella porci DSM 25326 CCUG 54912
G900141815	1422	4322488	0.00032897720016805134	Rubritalea squalenifaciens DSM 18772
G000429605	1422	3341181	0.00042559801459424076	Azonexus hydrophilus DSM 23864
G001832905	1420	2157756	0.000658091090929651	Anthococcus sp. DF1 ASM183290v1
G000242095	1419	4070988	0.000348564034087057	Myroides odoratimimus CCUG 12901
G900070355	1418	2958880	0.0004792353863624074	Devriesea agamarum IMP2
G001005145	1418	7567836	0.0001873719250787147	Jiangella alkaliphila KCTC 19222
G000695795	1417	3792640	0.0003736183766452919	Flavobacterium seoulense EM1321
G000621425	1414	3476318	0.00040675220161101485	Lachnospiraceae bacterium AB2028 ASM62142v1
G000717345	1414	8181439	0.00017283023194330485	Streptomyces lydicus NRRL ISP-5461
G000797445	1414	4017534	0.00035195719563294297	Lacinutrix jangbogonensis PAMC 27137
G001280845	1413	7479858	0.00018890732952417012	Bacillus sp. FJAT-28004 ASM128084v1
G000226215	1412	3352817	0.0004211384039152748	Dietzia alimentaria 72
G000419525	1411	5185674	0.00027209577771375524	Leucothrix mucor DSM 2157
G000718985	1411	5850061	0.00024119406618153212	Streptomyces megasporus NRRL B-16372
G900101335	1409	3195637	0.0004409136582158737	Quadrisphaera sp. DSM 44207 IMG-taxon 2687453777 annotated assembly
G000190735	1406	4635236	0.0003033286762529459	Pseudopedobacter saltans DSM 12145
G001941025	1406	1612463	0.000871957992214395	Lachnospiraceae bacterium Zagget3 ASM194102v1
G001916495	1404	1773270	0.0007917576003654266	Faecalibacterium sp. CAG:82-related_59_9 ASM191649v1
G000433275	1403	1773580	0.0007910553795148795	Dialister invisus CAG:218 MGS218
G000827595	1398	2492358	0.0005609146037607759	Necropsobacter massiliensis FF6
G000421965	1397	4400934	0.00031743261771251285	[Clostridium] papyrosolvens C7
G000272005	1397	3491709	0.0004000906146531684	Alishewanella agri BL06
G000488215	1395	2668938	0.000522679807473984	Acinetobacter nectaris CIP 110549
G001757105	1395	4864964	0.00028674415679129383	Alteromonas confluentis KCTC 42603
G000185145	1395	2839537	0.0004912772751332347	Prevotella oralis ATCC 33269
G001587475	1395	3651130	0.0003820734950549556	Geobacillus sp. B4113_201601 B4113
G900086985	1393	4144542	0.0003361046890102694	Halomonas sp. HL-93 IMG-taxon 2623620618 annotated assembly
G000766865	1391	3436956	0.0004047185940116778	Listeria booriae FSL A5-0281
G000800295	1390	1627009	0.0008543284026087133	Parvimonas micra KCOM 1535
G000174415	1389	3116746	0.00044565710519881956	Dethiobacter alkaliphilus AHT 1
G000023225	1389	3942657	0.0003523004917749629	Desulfomicrobium baculatum DSM 4028
G001418415	1388	8506297	0.00016317323507514491	Streptomyces hirsutus NRRL B-2713
G001516055	1388	4105436	0.0003380883297169899	Gracilibacter sp. BRH_c7a 41k
G001916635	1386	1402823	0.0009880077529381825	Firmicutes bacterium CAG:137_57_8 ASM191663v1
G000245775	1386	2562512	0.0005408755159000231	Megamonas funiformis YIT 11815
G001274935	1385	4603584	0.00030085255314120477	Bacillus koreensis DSM 16467
G000813765	1384	3407832	0.00040612330654797536	Brevundimonas nasdae TPW30
G001458115	1384	4207226	0.00032895784538315747	Gracilibacillus massiliensis Awa-1
G900129355	1384	3844441	0.0003600003225436416	Seinonella peptonophila DSM 44666
G000472505	1383	3401613	0.00040657182342612166	Luteimonas sp. J29 ASM47250v1
G000372885	1382	4161309	0.0003321070365118284	Methyloversatilis thermotolerans 3t
G900099715	1381	3010384	0.0004587454623729066	Ruminococcaceae bacterium YRB3002 IMG-taxon 2593339241 annotated assembly
G000194985	1380	1281836	0.0010765807794444844	Dialister micraerophilus DSM 19965
G000969305	1378	2410835	0.0005715861931654385	Avibacterium paragallinarum CL
G001428065	1377	3470999	0.00039671575820102514	Tetrasphaera sp. Soil756 Soil756
G000420845	1377	4218197	0.0003264427906046114	Butyrivibrio sp. AE3009 ASM42084v1
G000719515	1376	4962379	0.0002772863580149763	Glycomyces sp. NRRL B-16210 ASM71951v1
G000737985	1376	4436200	0.00031017537532122087	Gammaproteobacteria bacterium MFB021 Gammaproteobacteria1.0
G000341735	1375	5067278	0.00027134883856776756	Methylomicrobium buryatense 5G
G001514045	1373	9844122	0.00013947409428692573	Streptomyces ciscaucasicus DSM 40275
G000736515	1372	2617694	0.0005241254325371873	Schleiferia thermophila str. Yellowstone isolate OS-Red
G000735695	1371	2853560	0.0004804524874192237	Chryseobacterium haifense DSM 19056
G000721105	1371	10063079	0.00013624060786961923	Streptomyces cellulosae NRRL B-2687
G001046635	1369	5313474	0.00025764688036489876	Novosphingobium barchaimii LL02
G000763805	1367	3358707	0.00040700186113287046	Paracoccus sphaerophysae HAMBI 3106
G000477955	1367	2317860	0.0005897681482056725	Corynebacterium sp. KPL1989 Cory_sp_KPL1989_V1
G000401255	1366	4965572	0.000275094188544643	Xanthomonas maliensis M97
G000829435	1364	3776953	0.000361137668379776	Jeotgalibacillus soli Cunha et al. 2012 P9
G001714585	1363	1179238	0.0011558311384131108	Chlamydia psittaci Zo Pa
G001420315	1362	5460905	0.000249409209645654	Bosea thiooxidans CGMCC 9174
G000226875	1360	2354550	0.0005776050625384893	Neisseria shayeganii 871
G000024365	1360	6060298	0.00022441140683180925	Nakamurella multipartita DSM 44233
G000213975	1360	2761262	0.0004925284163545509	Centipeda periodontii DSM 2778
G000218565	1359	3896074	0.0003488126765559381	Oligotropha carboxidovorans OM5 ASM21856v1
G001418585	1359	9868987	0.00013770410276150937	Streptomyces griseoruber NRRL B-1818
G000384175	1359	7458334	0.00018221227421566264	Streptomyces purpureus KA281
G000718255	1358	6032404	0.0002251175484931049	Spirillospora albida NRRL B-3350
G001644955	1357	6120625	0.00022170938425405902	Pseudomonas putida CBF10-2
G001192835	1357	4514407	0.0003005931897589207	Lentimicrobium saccharophilum TBC1
G001429315	1355	4415595	0.0003068669114807857	Lysobacter sp. Root96 Root96
G000445105	1350	5360246	0.00025185411266572465	Sphingobium lactosutens DS20
G000603945	1348	3987077	0.0003380922916713171	Actinotalea ferrariae CF5-4
G000527095	1348	4384919	0.00030741730919088816	Methylosarcina lacus LW14
G000208405	1347	2568361	0.000524458983764354	Selenomonas sputigena ATCC 35185 ASM20840v1
G000585195	1346	2260089	0.0005955517680940884	Arcobacter lanthieri AF1581
G000166395	1345	4059653	0.00033130910449735484	Leadbetterella byssophila DSM 17132
G000227585	1344	1726950	0.0007782506731520889	Candidatus Glomeribacter gigasporarum BEG34
G000698185	1344	4096854	0.0003280566014800625	Geomicrobium sp. JCM 19055 ASM69818v1
G001028605	1344	1129905	0.0011894805315491126	Treponema endosymbiont of Eucomonympha sp. E8
G000980655	1340	1883603	0.0007114025620048386	Rhodospirillum sp. UNK.MGS-17 ASM98065v1
G000413015	1339	2742149	0.0004883031520169036	Treponema socranskii subsp. paredis ATCC 35535
G900106775	1338	3331831	0.0004015809925533438	Marininema mesophilum DSM 45610
G001438705	1337	1334438	0.0010019199093550992	Weissella kandleri DSM 20593
G000519005	1337	4754646	0.00028119864233846223	Nocardioides sp. J54 ASM51900v1
G900114305	1335	3994034	0.0003342485316850082	Nitrosomonas aestuarii Nm69
G000785535	1335	4593579	0.00029062306319320945	Arthrobacter sp. PAMC 25486 isolate PAMC25486
G000183565	1334	1836030	0.0007265676486767645	Peptoniphilus harei ACS-146-V-Sch2b
G000144645	1333	2280035	0.0005846401480679024	Thermosediminibacter oceani DSM 16646
G000428305	1331	2724834	0.0004884701233176039	Verrucomicrobia bacterium SCGC AAA027-I19 ASM42830v2
G000696485	1331	4074048	0.0003267020908933817	Halomonas campaniensis LS21
G000526375	1330	3223212	0.0004126318715616596	Aminiphilus circumscriptus DSM 16581
G000568755	1328	1730484	0.0007674153589400422	Borrelia coriaceae Co53
G001015055	1328	5693818	0.00023323541426859798	Aneurinibacillus tyrosinisolvens LL-002
G001435295	1328	3514998	0.00037780960330560643	Psychrobacter sp. P11F6 ASM143529v1
G000769075	1327	2293773	0.0005785228093625655	Porphyromonas sp. COT-290 OH3588 ASM76907v1
G001442625	1326	6517553	0.00020345058950805618	Pedobacter ginsenosidimutans KACC 14530
G001039265	1325	2339812	0.0005662848126259716	Synechococcus sp. GFB01 ASM103926v1
G000018265	1325	5786361	0.0002289867500489513	Salinispora arenicola CNS-205
G001427625	1324	5804683	0.00022809169768616132	Rhizobium sp. Root651 Root651
G001858115	1324	3556598	0.0003722658563042548	Cylindrospermopsis raciborskii CS-508
G000219585	1321	3783444	0.0003491527824912963	Nitrosomonas sp. Is79A3 ASM21958v1
G000576575	1320	4804251	0.0002747566686253487	Intrasporangium chromatireducens Q5-1
G001182745	1318	6459780	0.00020403171625039862	Nocardia farcinica NCTC11134
G000747155	1317	3056622	0.00043086780112163033	Arenimonas metalli CF5-1
G000020005	1316	3191453	0.0004123513647232154	Natranaerobius thermophilus JW/NM-WN-LF
G001512695	1315	2345020	0.0005607628079931087	Tepidanaerobacter sp. DTU063 ASM151269v1
G900103145	1314	3134241	0.00041924025625342785	Nitrosospira sp. Nsp18 IMG-taxon 2671180080 annotated assembly
G000178455	1313	2561804	0.0005125294519018629	Brevibacterium mcbrellneri ATCC 49030
G000261285	1313	2101432	0.0006248120329375397	Haemophilus parainfluenzae HK2019
G000233535	1310	2163862	0.0006053990504015505	Olsenella sp. oral taxon 809 str. F0356
G000012865	1306	2401520	0.000543822245910923	Carboxydothermus hydrogenoformans Z-2901
G000717335	1306	10103604	0.0001292608063419746	Amycolatopsis jejuensis NRRL B-24427
G000179715	1305	1449613	0.0009002402710240595	Atopobium vaginae PB189-T1-4
G000762045	1303	1903774	0.0006844299796089242	Oenococcus oeni IOEB_C52
G000230895	1303	6415739	0.00020309429669754334	Mycobacterium rhodesiae NBB3
G001742305	1303	3119699	0.0004176684994289513	Desulfuribacillus stibiiarsenatis MLFW-2
G000373565	1303	9161949	0.00014221864801910599	Streptomyces sp. HmicA12 ASM37356v1
G001044245	1302	5710643	0.0002279953413302145	Mycobacterium obuense DSM 44075
G000785705	1299	5172098	0.0002511553338703172	Methylomonas denitrificans FJG1
G001679325	1295	2129377	0.0006081591000560258	Haemophilus parainfluenzae CCUG 62654
G001750785	1294	6543262	0.0001977606887818339	Streptomyces rubrolavendulae MJM4426
G000973005	1294	2911002	0.00044452047782859647	Listeria monocytogenes 2KSM
G000335715	1294	3765366	0.000343658491631358	beta proteobacterium L13 L13.1.0
G900156305	1293	3052035	0.0004236517602190014	Edaphobacillus lindanitolerans MNA4
G000732925	1292	9053857	0.00014270161324615575	Amycolatopsis japonica DSM 44213
G000315465	1292	2032016	0.0006358217651829514	Actinobaculum massiliense ACS-171-V-Col2 ACS-171-V-COL2
G000383855	1292	4988792	0.0002589805307577466	Methylobacter marinus A45
G000617925	1291	3248999	0.0003973531540022019	Methylobacillus glycogenes JCM 2850
G000756415	1290	3509678	0.00036755508625007765	Piscirickettsia salmonis PM32597B1
G000698125	1290	3872620	0.000333107818479479	Geomicrobium sp. JCM 19038 ASM69812v1
G000331025	1289	3708362	0.00034759281860832357	Desulfovibrio hydrothermalis AM13 = DSM 14728 AM13
G900101015	1285	4151587	0.0003095201907126118	Sarcina sp. DSM 11001 IMG-taxon 2608642105 annotated assembly
G000195205	1282	4501499	0.00028479402083617035	Oxalobacteraceae bacterium IMCC9480 ASM19520v1
G000317305	1278	5421267	0.0002357382508553812	Mycobacterium neoaurum VKM Ac-1815D
G000315365	1276	2695031	0.000473463941602156	Desulfotomaculum hydrothermale Lam5 = DSM 18033 Lam5
G000687915	1275	4281274	0.0002978085495111969	Leeuwenhoekiella sp. Hel_I_48 ASM68791v1
G000525955	1274	3374439	0.0003775442377236631	Listeria weihenstephanensis FSL R9-0317
G000435595	1273	2915815	0.00043658462556780866	Firmicutes bacterium CAG:882 MGS882
G001875905	1270	2218671	0.0005724147473870619	Corynebacterium diphtheriae ST378-KZN-2015-45463
G001553935	1269	3042917	0.0004170340498935725	Actinomyces oris T14V
G000175855	1269	3186511	0.0003982412111553985	Raphidiopsis brookii D9
G000246945	1265	3458160	0.00036580146667592015	Myroides injenensis M09-0166
G001932595	1264	3354469	0.00037681075603918237	Piscirickettsia salmonis AY6492A
G000297875	1264	4227641	0.0002989847056549977	Myroides odoratus CIP 103059
G000192865	1262	4684316	0.00026940966407902454	Marinomonas mediterranea MMB-1
G000550765	1262	3905082	0.00032316863000572075	Komagataeibacter xylinus E25
G000023465	1262	5128187	0.0002460908699312252	Zunongwangia profunda SM-A87 SMA-87
G000806225	1261	2708758	0.00046552700536555867	Thermoanaerobacter sp. YS13 ASM80622v2
G000152985	1261	4244565	0.00029708580266764675	Leeuwenhoekiella blandensis MED217
G001672295	1260	3614588	0.000348587446204104	Halodesulfovibrio spirochaetisodalis JC271
G000242255	1259	3603458	0.0003493866169662585	Frateuria aurantia DSM 6220
G900111595	1258	3458343	0.00036375801937517475	[Clostridium] polysaccharolyticum DSM 1801
G000517065	1258	4122270	0.00030517166512625325	Alkaliflexus imshenetskii DSM 15055 Z-7010
G001428805	1258	3919167	0.0003209865769945501	Aeromicrobium sp. Root236 Root236
G001544015	1257	3817036	0.00032931311101074234	Limnochorda pilosa HC45
G000935125	1256	8651730	0.00014517327748323166	Streptomyces natalensis ATCC 27448
G001486525	1253	5472963	0.00022894362706270808	Vibrio crassostreae Evh12
G000012325	1253	5373180	0.00023319524006268168	Colwellia psychrerythraea 34H
G001603145	1251	2694296	0.0004643142401577258	Spirochaetales bacterium Spiro_07 ASM160314v1
G000253275	1251	3563292	0.0003510798441441229	Flavobacterium branchiophilum FL-15
G000153605	1249	4033192	0.0003096802730938671	Paenibacillus larvae subsp. larvae BRL-230010
G000688255	1246	3600773	0.00034603680931844357	Simplicispira psychrophila DSM 11588
G001932735	1242	3349099	0.0003708460096282612	Piscirickettsia salmonis PM21567A
G900105875	1242	3238349	0.0003835287672823405	Nitrosomonas ureae Nm10 IMG-taxon 2671180029 annotated assembly
G001317355	1240	4510552	0.0002749109199938278	Oxobacter pfennigii DSM 3222
G000296815	1237	7626970	0.0001621876053006633	Fibrisoma limi BUZ 3
G000190695	1237	2220455	0.0005570930282307005	Kingella denitrificans ATCC 33394
G000612125	1236	5513716	0.00022416823789981203	Brevibacillus agri 5-2
G001429395	1236	5690728	0.00021719540979642674	Bosea sp. Root381 Root381
G000504245	1235	5551297	0.0002224705325620301	Amycolatopsis halophila YIM 93223
G001556105	1231	3942209	0.00031226147573606576	Pseudoxanthomonas mexicana CCH9-G4
G001932755	1230	3308199	0.000371803510006502	Piscirickettsia salmonis PM23019A
G000743575	1229	5052234	0.00024325872475423744	Devosia riboflavina IFO13584
G001854605	1229	4856394	0.0002530684289619005	Pseudoalteromonas sp. JW1 ASM185460v1
G001575095	1228	3462857	0.0003546204766757622	Acinetobacter haemolyticus JKSF06
G001310395	1228	3174303	0.0003868565792238485	Halolactibacillus sp. JCM 19043 ASM131039v1
G000436635	1227	2836067	0.00043264140092600067	Coprococcus sp. CAG:131 MGS131
G000772965	1227	3999909	0.0003067569787212659	Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529
G000621465	1227	3880043	0.00031623360875124323	Butyrivibrio proteoclasticus FD2007
G000444705	1226	1413419	0.0008674002542770402	Haemophilus parasuis SW140
G000513135	1224	4740369	0.0002582077471184205	Bacillus akibai JCM 9157 ASM51313v1
G000429665	1224	4025691	0.000304047180968435	Azovibrio restrictus DSM 23866
G001063255	1223	2578695	0.0004742709005911905	Morococcus cerebrosus 379_NMEN
G000744705	1222	9915093	0.00012324644862130894	Streptacidiphilus albus JL83
G000751295	1222	7428968	0.00016449121869955557	bacterium YEK0313 Rasbobacterium massiliensis
G001029295	1222	5306296	0.00023029246766482684	Peptococcaceae bacterium CEB3 ASM102929v1
G000384135	1221	2085243	0.0005855432676191696	Succinispira mobilis DSM 6222
G000152745	1220	3172051	0.0003846092007978434	Oceanicaulis sp. HTCC2633 ASM15274v1
G000472385	1220	8613869	0.00014163205871832972	Bradyrhizobium sp. ARR65 ASM47238v1
G000565345	1220	3379634	0.0003609858345607838	Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651
G000702145	1219	2440715	0.0004994438105227362	Lachnospiraceae bacterium FD2005 ASM70214v1
G001543265	1218	5101809	0.00023873884733826767	Pseudomonas fragi P121
G000735105	1216	4236390	0.00028703684032867606	Chryseobacterium halperniae LMG 24401
G000287335	1216	1441139	0.0008437770402438627	secondary endosymbiont of Ctenarytaina eucalypti ASM28733v1
G900114365	1216	4929248	0.00024669077311589925	Porphyromonadaceae bacterium KH3CP3RA IMG-taxon 2651870357 annotated assembly
G000219105	1215	9003593	0.0001349461265074954	Myxococcus fulvus HW-1
G000016425	1214	5183331	0.00023421232408271824	Salinispora tropica CNB-440
G000143825	1212	2349953	0.0005157549959509828	Corynebacterium genitalium ATCC 33030
G001889005	1212	2978889	0.00040686309560376366	Gramella sp. LPB0144 ASM188900v1
G000371925	1211	3923954	0.0003086172773686949	Thiothrix disciformis DSM 14473
G001426225	1211	4350923	0.00027833174707987245	Bosea sp. Leaf344 Leaf344
G001057055	1211	2354316	0.0005143744510082758	Cellulomonas flavigena 493_CFLA
G000819865	1211	4540059	0.0002667366217046959	Aeromonas eucrenophila CECT 4224
G000827125	1211	3717645	0.00032574385128219613	Geoalkalibacter subterraneus Red1
G000613245	1209	5938932	0.0002035719553616711	Mycobacterium asiaticum DSM 44297
G001278075	1209	8532592	0.0001416919969922387	Streptomyces pristinaespiralis HCCB 10218
G000252625	1209	2817512	0.00042910198785311293	Listeria fleischmannii subsp. coloradonensis TTU M1-001
G000717025	1208	8216207	0.00014702648071062473	Streptomyces atroolivaceus NRRL ISP-5137
G000317595	1208	10403856	0.0001161107958433873	Streptomyces ipomoeae 91-03
G000376945	1208	3785435	0.000319117882092811	Leeia oryzae DSM 17879
G001419695	1208	6416915	0.00018825245464526179	Streptomyces prasinopilosus NRRL B-2711
G000163875	1208	8556892	0.00014117275291075312	Streptomyces clavuligerus ATCC 27064 Strep_clav_ATCC27064
G001044235	1208	7379520	0.00016369628376913404	Mycobacterium chlorophenolicum DSM 43826
G000721275	1208	7476360	0.00016157595407390762	Microtetraspora glauca NRRL B-3735
G000878885	1207	5973463	0.00020206034589985742	Aneurinibacillus migulanus nagano
G000236565	1207	6968952	0.0001731967733455475	Mesorhizobium alhagi CCNWXJ12-2
G000286215	1207	1759113	0.0006861412541434235	Oenococcus oeni AWRIB553
G001310455	1206	5443264	0.00022155824152567284	Photobacterium sp. JCM 19050 ASM131045v1
G900107305	1206	3193061	0.00037769400584580125	Thermoactinomyces sp. DSM 45892 IMG-taxon 2693429913 annotated assembly
G000195375	1206	2524513	0.0004777159000567634	Lactobacillus rhamnosus MTCC 5462
G900112535	1204	5116855	0.00023530078534568597	Bacillus sp. UNCCL81 IMG-taxon 2593339131 annotated assembly
G000422805	1203	4856512	0.000247708643569706	Nocardioides halotolerans DSM 19273
G000330885	1203	6686334	0.00017991922030816888	Rhizobium tropici CIAT 899
G000025305	1203	2329769	0.0005163602056684589	Acidaminococcus fermentans DSM 20731
G000213555	1202	5176087	0.00023222175361426497	Dysgonomonas gadei ATCC BAA-286
G000255455	1199	4257070	0.0002816491154714393	Aquimarina agarilytica ZC1
G000612825	1198	7966608	0.00015037767642138284	Mycobacterium mageritense DSM 44476 = CIP 104973
G000769115	1197	2202536	0.0005434644428059292	Porphyromonas canoris COT-108 OH2762
G000010665	1196	5315620	0.0002249972721902619	Desulfovibrio magneticus RS-1
G900115065	1196	3072471	0.0003892632347058768	Formivibrio citricus DSM 6150
G000612665	1194	4566707	0.00026145754479102776	Bacillus dielmoensis isolate FF4
G000497405	1193	5961647	0.00020011248569397013	Streptomycetaceae bacterium MP113-05 v1
G000300295	1190	3450064	0.00034492113769483696	Piscirickettsia salmonis LF-89 = ATCC VR-1361
G000455225	1188	2737487	0.0004339746636239734	Megasphaera massiliensis NP3
G000744275	1187	3959304	0.00029980016689802044	Gillisia sp. Hel_I_29 ASM74427v1
G000342125	1187	7477811	0.0001587362932815499	Streptomyces mobaraensis NBRC 13819 = DSM 40847
G001187435	1187	7055077	0.00016824763216616913	Streptomyces caatingaensis CMAA 1322
G000269865	1187	3736359	0.0003176889586894621	Fictibacillus macauensis ZFHKF-1
G000520775	1186	5999202	0.0001976929598303241	Paenibacillus polymyxa TD94
G000723585	1185	4353177	0.0002722149822991346	Virgibacillus massiliensis Vm-5
G000939975	1185	3344211	0.0003543436703007077	Pseudomonas saudimassiliensis PRJEB5504_assembly_1 PRJEB5504_assembly_1 (G000939975)
G000238915	1185	4954410	0.00023918085099941265	Arthrobacter globiformis NBRC 12137
G000172375	1184	1512980	0.0007825615672381657	Haemophilus parasuis 29755
G000744815	1184	7806543	0.00015166764597338413	Streptacidiphilus oryzae TH49
G900109115	1182	6507138	0.00018164667784823375	Xiangella phaseoli CGMCC 4.7038
G000220625	1179	2571406	0.0004585040246464386	Capnocytophaga canimorsus Cc5
G001690585	1179	2193011	0.0005376170023770971	Gilliamella apicola Choc3-5
G000364325	1179	1706966	0.000690699170340827	Atopobium minutum 10063974
G001027865	1177	2397977	0.0004908303957877828	Neisseria arctica KH1503
G000166355	1177	2770676	0.00042480607620667304	Caldicellulosiruptor hydrothermalis 108
G000193435	1177	2674809	0.00044003141906580996	Caldicellulosiruptor lactoaceticus 6A
G000829515	1177	3650490	0.0003224224693123389	Jeotgalibacillus campisalis SF-57
G000612225	1177	7650246	0.0001538512617764187	Paenibacillus ehimensis A2
G000092025	1176	5674258	0.00020725176754387976	Agrobacterium fabrum str. C58
G000972995	1176	2930706	0.00040126849980857857	Listeria monocytogenes 1KSM
G000269985	1174	8783278	0.00013366308114123223	Kitasatospora setae KM-6054
G000444565	1174	1938544	0.0006056091582135871	Haemophilus parasuis SW114
G000433295	1174	2799714	0.0004193285457014538	Coprococcus eutactus CAG:665 MGS665
G000025645	1174	2451061	0.0004789762474291745	Thermoanaerobacter italicus Ab9
G001617355	1172	4131704	0.0002836602041191721	Rhodanobacter thiooxydans FW104-T7
G000009985	1172	4967148	0.00023595028777076906	Magnetospirillum magneticum AMB-1
G000480315	1170	3321549	0.00035224529278357776	Brucella suis 06-988-1656
G000428145	1169	3968450	0.00029457344807166523	Chitinilyticum litopenaei DSM 21440
G000163695	1168	2113539	0.0005526276070609532	Bacteroidetes oral taxon 274 str. F0058
G000015305	1167	6491865	0.00017976344240060445	Mycobacterium vanbaalenii PYR-1
G001632805	1167	5029817	0.0002320163934393637	Mycobacterium chelonae CCUG 47445
G000477935	1165	2313371	0.0005035941057443878	Corynebacterium sp. KPL1995 Cory_sp_KPL1995_V1
G000559085	1165	6297623	0.00018499043210430349	Mycobacterium aromaticivorans JS19b1 = JCM 16368 JS19b1
G001665955	1165	2366960	0.0004921925169838105	Corynebacterium sp. EPI-003-04-2554_SCH2473622 ASM166595v1
G000723565	1164	1978091	0.0005884461331657644	Saccharibacter sp. AM169 AM168
G000092405	1164	2405559	0.0004838792147687918	Syntrophothermus lipocalidus DSM 12680
